CHEMICAL_ID,COMP_ID,                               Group   HMDB_ID,                               Sample   HMDB_ID,BIOCHEMICAL,CAS,CHEMSPIDER,KEGG,MASS,PATHWAY_SORTORDER,PLATFORM,PUBCHEM,RI,SUB_PATHWAY,SUPER_PATHWAY,COMMENT
100004541,43258,,,acisoga,106692-36-8,114601.0,,183.1139,392.0,LC/MS Neg,129397.0,2297.0,Polyamine Metabolism,Amino Acid,acisoga
100001359,46173,,,aconitate [cis or trans],,,,173.00916,1070.0,LC/MS Neg,,580.0,TCA Cycle,Energy,aconitate [cis or trans]
880,554,HMDB00034,,adenine,73-24-5,185.0,C00147,136.06178,3252.0,LC/MS Pos Early,190.0,2221.0,"Purine Metabolism, Adenine containing",Nucleotide,adenine
798,555,HMDB00050,,adenosine,58-61-7,54923.0,C00212,268.10404,3251.0,LC/MS Pos Early,60961.0,2169.0,"Purine Metabolism, Adenine containing",Nucleotide,adenosine
209,32342,HMDB00045,,adenosine 5'-monophosphate (AMP),149022-20-8,10239183.0,C00020,348.07037,3244.0,LC/MS Pos Early,6083.0,1013.0,"Purine Metabolism, Adenine containing",Nucleotide,adenosine 5'-monophosphate (AMP)
100000863,21134,HMDB00448,,adipate,124-04-9,191.0,C06104,145.05063,1257.0,LC/MS Polar,196.0,3000.0,"Fatty Acid, Dicarboxylate",Lipid,adipate
100006614,52988,HMDB61677,,adipoylcarnitine (C6-DC),,28540385.0,,290.15982,1369.0,LC/MS Pos Early,71296139.0,2558.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,adipoylcarnitine (C6-DC)
100001324,57712,,,ADpSGEGDFXAEGGGVR*,886023-52-5,21403112.0,,806.81849,851.0,LC/MS Neg,,2016.0,Fibrinogen Cleavage Peptide,Peptide,ADpSGEGDFXAEGGGVR*
100001193,32980,HMDB02226,,adrenate (22:4n6),2091-25-0,4445971.0,C16527,331.26425,1178.0,LC/MS Neg,5497181.0,5678.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,adrenate (22:4n6)
100001322,33084,,,ADSGEGDFXAEGGGVR*,25422-31-5,14654187.0,,768.8498900000001,849.0,LC/MS Pos Early,16133137.0,3350.0,Fibrinogen Cleavage Peptide,Peptide,ADSGEGDFXAEGGGVR*
811,1126,HMDB00161,,alanine,56-41-7,5735.0,C00041,90.05496,28.0,LC/MS Pos Early,5950.0,1700.0,Alanine and Aspartate Metabolism,Amino Acid,alanine
1002,1107,HMDB00462,,allantoin,97-59-6,199.0,C02350,157.03671,3238.0,LC/MS Polar,204.0,1672.0,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,allantoin
100003473,41494,HMDB33592,,alliin,556-27-4,78760.0,C08265,178.05324,3733.0,LC/MS Pos Early,87310.0,1470.0,Food Component/Plant,Xenobiotics,alliin
100000706,22132,HMDB00746,,alpha-hydroxyisocaproate,10303-64-7,75520.0,C03264,131.07136,250.0,LC/MS Neg,83697.0,1840.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,alpha-hydroxyisocaproate
100001300,33937,HMDB00407,,alpha-hydroxyisovalerate,600-37-3,90190.0,,117.05571,282.0,LC/MS Neg,99823.0,1126.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,alpha-hydroxyisovalerate
796,4968,HMDB00005,,alpha-ketobutyrate,600-18-0,2829426.0,C00109,101.02441999999999,326.0,LC/MS Polar,58.0,940.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,alpha-ketobutyrate
93,528,HMDB00208,,alpha-ketoglutarate,305-72-6;328-50-7;22202-68-2,50.0,C00026,145.01425,1074.0,LC/MS Polar,51.0,2700.0,TCA Cycle,Energy,alpha-ketoglutarate
1105,1561,HMDB01893,,alpha-tocopherol,59-02-9;10191-41-0,14265.0,C02477,430.37818,3423.0,LC/MS Pos Late,14985.0,2522.0,Tocopherol Metabolism,Cofactors and Vitamins,alpha-tocopherol
100002152,32827,HMDB02759,,andro steroid monosulfate C19H28O6S (1)*,,,C04555,383.1534,2581.0,LC/MS Neg,,3871.0,Androgenic Steroids,Lipid,andro steroid monosulfate C19H28O6S (1)*
100002026,37207,,,"androstenediol (3alpha, 17alpha) monosulfate (2)",,,,369.17411,2556.0,LC/MS Neg,,4712.0,Androgenic Steroids,Lipid,"androstenediol (3alpha, 17alpha) monosulfate (2)"
100002027,37209,,,"androstenediol (3alpha, 17alpha) monosulfate (3)",,,,369.17411,2557.0,LC/MS Neg,,5180.0,Androgenic Steroids,Lipid,"androstenediol (3alpha, 17alpha) monosulfate (3)"
100001992,37202,HMDB03818,,"androstenediol (3beta,17beta) disulfate (1)",,,C04295,224.06182,2552.0,LC/MS Neg,87120982.0,3740.0,Androgenic Steroids,Lipid,"androstenediol (3beta,17beta) disulfate (1)"
100001994,37203,HMDB03818,,"androstenediol (3beta,17beta) disulfate (2)",,,C04295,224.0624,2553.0,LC/MS Neg,87120982.0,4065.0,Androgenic Steroids,Lipid,"androstenediol (3beta,17beta) disulfate (2)"
100002028,37211,HMDB03818,,"androstenediol (3beta,17beta) monosulfate (1)",521-17-5,,,369.17411,2549.0,LC/MS Neg,13847309.0,4535.0,Androgenic Steroids,Lipid,"androstenediol (3beta,17beta) monosulfate (1)"
100002029,37210,,,"androstenediol (3beta,17beta) monosulfate (2)",,,,369.17411,2550.0,LC/MS Neg,,4500.0,Androgenic Steroids,Lipid,"androstenediol (3beta,17beta) monosulfate (2)"
100001073,31591,HMDB02759,,androsterone sulfate,2479-86-9,19988780.0,,369.17411,2543.0,LC/MS Neg,159663.0,5022.0,Androgenic Steroids,Lipid,androsterone sulfate
1258,4970,HMDB01123,,anthranilate,118-92-3,222.0,C00108,138.05496000000002,215.0,LC/MS Pos Early,227.0,2606.0,Tryptophan Metabolism,Amino Acid,anthranilate
828,575,HMDB00646,,arabinose,28697-53-2,59687.0,C00216,195.05103,920.0,LC/MS Polar,66308.0,1804.5,Pentose Metabolism,Carbohydrate,arabinose
100006430,48885,,,arabitol/xylitol,,,C01904,151.0612,935.0,LC/MS Polar,6912.0,1932.4,Pentose Metabolism,Carbohydrate,arabitol/xylitol
100006115,48255,,,arabonate/xylonate,,,,165.04046,937.0,LC/MS Polar,,2700.0,Pentose Metabolism,Carbohydrate,arabonate/xylonate
893,1118,HMDB02212,,arachidate (20:0),506-30-9,10035.0,C06425,311.29555,1145.0,LC/MS Neg,10467.0,6240.0,Long Chain Fatty Acid,Lipid,arachidate (20:0)
229,1110,HMDB01043,,arachidonate (20:4n6),506-32-1,392692.0,C00219,303.23295,1177.0,LC/MS Neg,444899.0,5535.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,arachidonate (20:4n6)
100015837,57518,,,arachidonoylcarnitine (C20:4),,,,448.34215,1375.0,LC/MS Pos Late,,1353.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,arachidonoylcarnitine (C20:4)
100009332,53261,,,arachidonoylcholine,,,,390.33666,1410.0,LC/MS Pos Late,,1390.0,Fatty Acid Metabolism (Acyl Choline),Lipid,arachidonoylcholine
100015833,57513,HMDB06460,,arachidoylcarnitine (C20)*,,28639199.0,,456.40474000000006,1374.0,LC/MS Pos Late,,1512.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,arachidoylcarnitine (C20)*
100002769,57461,HMDB03148,,argininate*,157-07-3,140984.0,,176.10297,376.0,LC/MS Pos Early,160437.0,2150.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,argininate*
231,1638,HMDB00517,,arginine,1119-34-2,227.0,C00062,175.11896000000002,346.0,LC/MS Pos Early,232.0,2825.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,arginine
917,512,HMDB00168,,asparagine,70-47-3,6031.0,C00152,133.06077,38.0,LC/MS Pos Early,6267.0,1225.0,Alanine and Aspartate Metabolism,Amino Acid,asparagine
234,443,HMDB00191,,aspartate,56-84-8,5745.0,C00049,134.04478999999998,34.0,LC/MS Pos Early,5960.0,1165.0,Alanine and Aspartate Metabolism,Amino Acid,aspartate
100002726,38658,HMDB01924,,atenolol,29122-68-7,2162.0,D00235,267.17032,4139.0,LC/MS Pos Early,2249.0,2668.0,Drug,Xenobiotics,atenolol
2029,18362,HMDB00784,,azelate (nonanedioate),123-99-9,2179.0,C08261,187.09758,1268.0,LC/MS Neg,2266.0,1276.0,"Fatty Acid, Dicarboxylate",Lipid,azelate (nonanedioate)
100009026,57331,HMDB12091,,behenoyl dihydrosphingomyelin (d18:0/22:0)*,,24846880.0,,789.68441,2284.0,LC/MS Pos Late,,3150.0,Sphingolipid Metabolism,Lipid,behenoyl dihydrosphingomyelin (d18:0/22:0)*
100006294,48492,HMDB12103,,behenoyl sphingomyelin (d18:1/22:0)*,,24846873.0,,787.6687599999999,2287.0,LC/MS Pos Late,,3083.0,Sphingolipid Metabolism,Lipid,behenoyl sphingomyelin (d18:1/22:0)*
100000008,15778,HMDB01870,,benzoate,65-85-0,238.0,C00180,121.0295,3505.0,LC/MS Neg,243.0,1750.0,Benzoate Metabolism,Xenobiotics,benzoate
100004555,43265,,,benzoylcarnitine*,105450-08-6,28689447.0,,266.13869,4557.0,LC/MS Pos Early,,3041.0,Chemical,Xenobiotics,benzoylcarnitine*
244,55,HMDB00056,,beta-alanine,56-41-7;107-95-9,234.0,C00099,90.05496,3336.0,LC/MS Pos Early,239.0,1905.0,"Pyrimidine Metabolism, Uracil containing",Nucleotide,beta-alanine
100003271,54923,,,beta-citrylglutamate,73590-26-8,19992713.0,C20775,320.06232,51.0,LC/MS Neg,72715786.0,530.0,Glutamate Metabolism,Amino Acid,beta-citrylglutamate
100001977,57591,HMDB33844,,beta-cryptoxanthin,472-70-8,4904571.0,,552.43257,3741.0,LC/MS Pos Late,6384256.0,2560.0,Food Component/Plant,Xenobiotics,beta-cryptoxanthin
1442,12129,HMDB00754,,beta-hydroxyisovalerate,625-08-1,62571.0,,117.05572,262.0,LC/MS Neg,69362.0,1027.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,beta-hydroxyisovalerate
799,3141,HMDB00043,,betaine,107-43-7,24219951173.0,C00719,118.08626000000001,6.0,LC/MS Pos Early,247.0,1064.0,"Glycine, Serine and Threonine Metabolism",Amino Acid,betaine
100001950,32586,,,"bilirubin (E,E)*",114-25-0,4474753.0,,585.27076,3461.0,LC/MS Pos Late,5315454.0,1045.0,Hemoglobin and Porphyrin Metabolism,Cofactors and Vitamins,"bilirubin (E,E)*"
100001951,47886,HMDB00488,,"bilirubin (E,Z or Z,E)*",,4705847.0,,585.27076,3462.0,LC/MS Pos Late,5799469.0,1265.0,Hemoglobin and Porphyrin Metabolism,Cofactors and Vitamins,"bilirubin (E,Z or Z,E)*"
1090,43807,HMDB00054,,"bilirubin (Z,Z)",635-65-4,4444055.0,C00486,585.27076,3460.0,LC/MS Pos Late,5280352.0,1840.0,Hemoglobin and Porphyrin Metabolism,Cofactors and Vitamins,"bilirubin (Z,Z)"
250,2137,HMDB01008,,biliverdin,55482-27-4;55482-27-4,10628548.0,C00500,583.25512,3463.0,LC/MS Pos Late,5353439.0,1016.0,Hemoglobin and Porphyrin Metabolism,Cofactors and Vitamins,biliverdin
100001292,34420,HMDB04246,,"bradykinin, des-arg(9)",15958-92-6,94778.0,C00306,902.45301,817.0,LC/MS Neg,105044.0,4250.0,Polypeptide,Peptide,"bradykinin, des-arg(9)"
100001054,32412,HMDB02013,,butyrylcarnitine (C4),25576-40-3,184820.0,C02862,232.15434,1325.0,LC/MS Pos Early,439829.0,2860.0,Fatty Acid Metabolism (also BCAA Metabolism),Lipid,butyrylcarnitine (C4)
100006379,48782,,,C-glycosyltryptophan,180509-18-6,9157171.0,,365.13542,204.0,LC/MS Neg,10981970.0,1777.0,Tryptophan Metabolism,Amino Acid,C-glycosyltryptophan
100009337,53254,HMDB41708,,caffeic acid sulfate,,30777608.0,,258.99179,3594.0,LC/MS Polar,,1307.0,Xanthine Metabolism,Xenobiotics,caffeic acid sulfate
849,569,HMDB01847,,caffeine,58-08-2,2424.0,C07481,195.08766,3578.0,LC/MS Pos Early,2519.0,2106.0,Xanthine Metabolism,Xenobiotics,caffeine
888,1642,HMDB00511,,caprate (10:0),112-37-8,2863.0,C01571,171.13905,1115.0,LC/MS Neg,2969.0,5090.7,Medium Chain Fatty Acid,Lipid,caprate (10:0)
926,32489,HMDB00535,,caproate (6:0),142-62-1,8552.0,C01585,115.07645,1111.0,LC/MS Neg,8892.0,2713.7,Medium Chain Fatty Acid,Lipid,caproate (6:0)
932,32492,HMDB00482,,caprylate (8:0),124-07-2,370.0,C06423,143.10775,1113.0,LC/MS Neg,379.0,4362.0,Medium Chain Fatty Acid,Lipid,caprylate (8:0)
100003260,40007,HMDB02201,,carboxyethyl-GABA,4386-03-02 00:00:00,2474.0,,176.09174,53.0,LC/MS Pos Early,2572.0,2085.0,Glutamate Metabolism,Amino Acid,carboxyethyl-GABA
100004171,43333,HMDB60564,,carboxyibuprofen,15935-54-3,8619532.0,,235.09758,4104.0,LC/MS Neg,10444113.0,1920.0,Drug,Xenobiotics,carboxyibuprofen
100000007,15500,HMDB00062,,carnitine,461-05-2,10455.0,C00318,162.11247,1396.0,LC/MS Pos Early,10917.0,1978.0,Carnitine Metabolism,Lipid,carnitine
100015966,57635,,,carotene diol (1),,,,568.42759,4026.0,LC/MS Pos Late,,1720.0,Food Component/Plant,Xenobiotics,carotene diol (1)
100015967,57636,,,carotene diol (2),,,,568.42793,4027.0,LC/MS Pos Late,,1904.0,Food Component/Plant,Xenobiotics,carotene diol (2)
100015968,57637,,,carotene diol (3),,,,568.42786,4028.0,LC/MS Pos Late,,1948.0,Food Component/Plant,Xenobiotics,carotene diol (3)
100009326,53243,,,catechol glucuronide,,,,285.06158999999997,188.0,LC/MS Neg,75124209.0,1742.0,Tyrosine Metabolism,Amino Acid,catechol glucuronide
100001605,35320,HMDB59724,,catechol sulfate,4918-96-1,2341024.0,,188.98631,3523.0,LC/MS Neg,3083879.0,1906.0,Benzoate Metabolism,Xenobiotics,catechol sulfate
100015727,57437,,,"ceramide (d16:1/24:1, d18:1/22:1)*",,,,620.59763,2374.0,LC/MS Pos Late,,3850.0,Ceramides,Lipid,"ceramide (d16:1/24:1, d18:1/22:1)*"
100015735,57432,,,"ceramide (d18:1/14:0, d16:1/16:0)*",,,,510.48807999999997,2375.0,LC/MS Pos Late,,2477.0,Ceramides,Lipid,"ceramide (d18:1/14:0, d16:1/16:0)*"
100015755,57440,,,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",,,,594.58199,2377.0,LC/MS Pos Late,,3920.0,Ceramides,Lipid,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"
100015744,57443,,,"ceramide (d18:2/24:1, d18:1/24:2)*",,,,646.6133,2378.0,LC/MS Pos Late,,3858.0,Ceramides,Lipid,"ceramide (d18:2/24:1, d18:1/24:2)*"
100015835,57516,HMDB06347,,cerotoylcarnitine (C26)*,,35015992.0,,540.49864,1390.0,LC/MS Pos Late,,1649.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,cerotoylcarnitine (C26)*
100009034,54745,HMDB05032,,cetirizine,83881-51-0,2577.0,C07778,389.16265,4380.0,LC/MS Pos Late,2678.0,1052.0,Drug,Xenobiotics,cetirizine
1123,1563,HMDB00518,,chenodeoxycholate,474-24-9;474-25-9,,C02528,391.28538,2606.0,LC/MS Neg,10133.0,5264.0,Primary Bile Acid Metabolism,Lipid,chenodeoxycholate
100001859,37112,HMDB34220,,chiro-inositol,643-12-9,10254647.0,C19891,225.06159,1590.0,LC/MS Polar,,3191.2,Inositol Metabolism,Lipid,chiro-inositol
136,22842,HMDB00619,,cholate,81-25-4,,C00695,407.28029,2603.0,LC/MS Neg,221493.0,5165.0,Primary Bile Acid Metabolism,Lipid,cholate
266,63,HMDB00067,,cholesterol,57-88-5,4937803.0,C00187,369.35159,2418.0,LC/MS Pos Late,11025495.0,2707.0,Sterol,Lipid,cholesterol
1256,15506,HMDB00097,,choline,67-48-1,149278.0,C00114,104.10699,1618.0,LC/MS Pos Early,305.0,1961.0,Phospholipid Metabolism,Lipid,choline
267,34396,HMDB01565,,choline phosphate,72556-74-2,119298.0,C00588,184.07332,1619.0,LC/MS Pos Early,1014.0,700.0,Phospholipid Metabolism,Lipid,choline phosphate
100002253,38637,HMDB11621,,cinnamoylglycine,16534-24-0,618829.0,,204.06661,3767.0,LC/MS Neg,709625.0,3127.0,Food Component/Plant,Xenobiotics,cinnamoylglycine
100002259,38178,,,cis-4-decenoylcarnitine (C10:1),98930-66-6,28639171.0,,314.23259,1355.0,LC/MS Pos Late,,1057.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,cis-4-decenoylcarnitine (C10:1)
100006438,47076,,,citraconate/glutaconate,,,,129.0194,1088.0,LC/MS Polar,,2600.0,TCA Cycle,Energy,citraconate/glutaconate
1124,1564,HMDB00094,,citrate,77-92-9,305.0,C00158,191.01973,1068.0,LC/MS Neg,311.0,582.0,TCA Cycle,Energy,citrate
391,2132,HMDB00904,,citrulline,372-75-8,810.0,C00327,176.10297,354.0,LC/MS Pos Early,9750.0,1520.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,citrulline
272,5983,HMDB01547,,corticosterone,50-22-6,5550.0,C02140,345.20713,2513.0,LC/MS Neg,5753.0,5040.0,Corticosteroids,Lipid,corticosterone
356,1712,HMDB00063,,cortisol,50-23-7,,C00735,361.20204,2518.0,LC/MS Neg,5754.0,4710.0,Corticosteroids,Lipid,cortisol
273,1769,HMDB02802,,cortisone,53-06-5,361685.0,C00762,359.18639,2520.0,LC/MS Neg,222786.0,4575.0,Corticosteroids,Lipid,cortisone
848,553,HMDB01046,,cotinine,486-56-6,746405.0,,177.10224,3595.0,LC/MS Pos Early,854019.0,2213.0,Tobacco Metabolite,Xenobiotics,cotinine
100002719,38662,HMDB01411,,cotinine N-oxide,36508-80-2,7991264.0,,193.09716,3597.0,LC/MS Pos Early,9815514.0,1377.0,Tobacco Metabolite,Xenobiotics,cotinine N-oxide
1221,27718,HMDB00064,,creatine,57-00-1,566.0,C00300,132.07676,380.0,LC/MS Pos Early,586.0,1947.0,Creatine Metabolism,Amino Acid,creatine
275,513,HMDB00562,,creatinine,60-27-5,568.0,C00791,114.06618999999999,381.0,LC/MS Pos Early,588.0,2055.0,Creatine Metabolism,Amino Acid,creatinine
1224,18368,,,"cys-gly, oxidized",7729-20-6,295316.0,,355.07406000000003,415.0,LC/MS Pos Early,333293.0,2947.0,Glutathione Metabolism,Amino Acid,"cys-gly, oxidized"
310,15705,HMDB00099,,cystathionine,535-34-2,811.0,C02291,223.07471,325.0,LC/MS Pos Early,439258.0,2270.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cystathionine
800,1868,HMDB00574,,cysteine,52-90-4;56-89-3,5653.0,C00097,122.02703000000001,327.0,LC/MS Pos Early,5862.0,1488.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cysteine
100000808,22176,HMDB00731,,cysteine s-sulfate,1637-71-4,102939.0,C05824,201.98384,332.0,LC/MS Pos Early,115015.0,565.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cysteine s-sulfate
100002113,37443,HMDB00996,,cysteine sulfinic acid,207121-48-0,107.0,C00606,154.01686,337.0,LC/MS Pos Early,109.0,597.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cysteine sulfinic acid
100001437,35159,HMDB00656,,cysteine-glutathione disulfide,13081-14-6,3455404.0,,427.09519000000006,411.0,LC/MS Pos Early,4247235.0,2465.0,Glutathione Metabolism,Amino Acid,cysteine-glutathione disulfide
278,35637,HMDB00078,,cysteinylglycine,19246-18-5,58762.0,C01419,179.0485,414.0,LC/MS Pos Early,439498.0,2132.0,Glutathione Metabolism,Amino Acid,cysteinylglycine
279,56,HMDB00192,,cystine,56-89-3,575.0,C00491,241.03113,333.0,LC/MS Pos Early,67678.0,2000.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cystine
827,514,HMDB00089,,cytidine,65-46-3,5940.0,C00475,242.07824,3345.0,LC/MS Neg,6175.0,1325.0,"Pyrimidine Metabolism, Cytidine containing",Nucleotide,cytidine
881,573,HMDB00630,,cytosine,71-30-7,577.0,C00380,112.05053999999998,3346.0,LC/MS Pos Early,597.0,2060.0,"Pyrimidine Metabolism, Cytidine containing",Nucleotide,cytosine
100006363,48728,,,daidzein sulfate (2),,,,333.00756,3968.0,LC/MS Neg,,3330.0,Food Component/Plant,Xenobiotics,daidzein sulfate (2)
100001251,33941,HMDB00651,,decanoylcarnitine (C10),1492-27-9,8420677.0,,316.24824,1353.0,LC/MS Pos Late,10245190.0,1130.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,decanoylcarnitine (C10)
100000792,32425,HMDB01032,,dehydroisoandrosterone sulfate (DHEA-S),651-48-9,12074.0,C04555,367.15846,2532.0,LC/MS Neg,12594.0,4745.0,Androgenic Steroids,Lipid,dehydroisoandrosterone sulfate (DHEA-S)
100001662,36747,HMDB01161,,deoxycarnitine,6249-56-5,705.0,C01181,146.11756,1395.0,LC/MS Pos Early,134.0,2052.0,Carnitine Metabolism,Lipid,deoxycarnitine
302,1114,HMDB00626,,deoxycholate,83-44-3,389318.0,C04483,391.28538,2620.0,LC/MS Neg,222528.0,5294.0,Secondary Bile Acid Metabolism,Lipid,deoxycholate
100001788,46106,,,desmethylnaproxen sulfate,,160559.0,,295.02817999999996,4178.0,LC/MS Neg,184679.0,2250.0,Drug,Xenobiotics,desmethylnaproxen sulfate
100015794,57668,,,dexlansoprazole,138530-94-6,7852369.0,D08903,368.0686,4268.0,LC/MS Polar,9578005.0,757.0,Drug,Xenobiotics,dexlansoprazole
1231,17805,HMDB05060,,dihomo-linoleate (20:2n6),2091-39-6,4944228.0,C16525,307.26425,1181.0,LC/MS Neg,6439848.0,5730.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,dihomo-linoleate (20:2n6)
100001739,35718,HMDB02925,,dihomo-linolenate (20:3n3 or n6),17046-59-2,4471954.0,C03242,305.2486,1176.0,LC/MS Neg,5280581.0,5596.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,dihomo-linolenate (20:3n3 or n6)
100009335,53262,,,dihomo-linolenoyl-choline,,,,392.35231,1406.0,LC/MS Pos Late,,1424.0,Fatty Acid Metabolism (Acyl Choline),Lipid,dihomo-linolenoyl-choline
100015840,57521,,,dihomo-linolenoylcarnitine (20:3n3 or 6)*,,,,450.35777,1378.0,LC/MS Pos Late,,1392.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,dihomo-linolenoylcarnitine (20:3n3 or 6)*
100015839,57520,,,dihomo-linoleoylcarnitine (C20:2)*,,,,452.37343,1379.0,LC/MS Pos Late,,1436.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,dihomo-linoleoylcarnitine (C20:2)*
100003432,40481,,,dihydroferulic acid,1135-23-5,13701.0,,195.06628,3789.0,LC/MS Neg,14340.0,1928.0,Food Component/Plant,Xenobiotics,dihydroferulic acid
923,601,HMDB03349,,dihydroorotate,155-54-4,628.0,C00337,157.02548000000002,3304.0,LC/MS Polar,648.0,1910.0,"Pyrimidine Metabolism, Orotate containing",Nucleotide,dihydroorotate
100004284,43424,HMDB04983,,dimethyl sulfone,67-71-0,5978.0,C11142,95.01613,4528.0,LC/MS Pos Early,6213.0,832.0,Chemical,Xenobiotics,dimethyl sulfone
100001549,48404,HMDB02151,,dimethyl sulfoxide (DMSO),67-68-5,659.0,C11143,79.02122,4529.0,LC/MS Pos Early,679.0,817.0,Chemical,Xenobiotics,dimethyl sulfoxide (DMSO)
100001810,36808,HMDB01539,,dimethylarginine (SDMA + ADMA),102783-24-4,110375.0,C03626,203.15026,360.0,LC/MS Pos Early,123831.0,2850.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,dimethylarginine (SDMA + ADMA)
806,5086,HMDB00092,,dimethylglycine,1118-68-9,653.0,C01026,104.07061,5.0,LC/MS Pos Early,673.0,1104.0,"Glycine, Serine and Threonine Metabolism",Amino Acid,dimethylglycine
100001182,32415,HMDB61714,,docosadienoate (22:2n6),7370-49-2,4445934.0,C16533,335.29555,1180.0,LC/MS Neg,5282807.0,6034.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosadienoate (22:2n6)
100002952,39837,,,docosadioate,505-56-6,214170.0,C19625,369.30102999999997,1277.0,LC/MS Neg,244872.0,5291.8,"Fatty Acid, Dicarboxylate",Lipid,docosadioate
100000665,44675,HMDB02183,,docosahexaenoate (DHA; 22:6n3),6217-54-5,393183.0,C06429,327.23295,1167.0,LC/MS Neg,445580.0,5525.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosahexaenoate (DHA; 22:6n3)
100015845,57523,,,docosahexaenoylcarnitine (C22:6)*,,,,472.34215,1385.0,LC/MS Pos Late,,1349.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,docosahexaenoylcarnitine (C22:6)*
100009333,53263,,,docosahexaenoylcholine,,,,414.33666,1409.0,LC/MS Pos Late,,1378.0,Fatty Acid Metabolism (Acyl Choline),Lipid,docosahexaenoylcholine
100001181,32504,HMDB06528,,docosapentaenoate (n3 DPA; 22:5n3),2234-74-4,,C16513,329.2486,1166.0,LC/MS Neg,6441454.0,5571.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n3 DPA; 22:5n3)
100001580,37478,HMDB01976,,docosapentaenoate (n6 DPA; 22:5n6),25182-74-5,4945614.0,C16513,329.2486,1179.0,LC/MS Neg,6441454.0,5624.5,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n6 DPA; 22:5n6)
100001195,32417,HMDB02823,,docosatrienoate (22:3n3),59708-86-0,4471981.0,C16534,333.2799,1168.0,LC/MS Neg,5312556.0,5823.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosatrienoate (22:3n3)
100001102,32388,HMDB00623,,dodecanedioate,693-23-2,12213.0,C02678,229.14452999999997,1272.0,LC/MS Neg,12736.0,2990.0,"Fatty Acid, Dicarboxylate",Lipid,dodecanedioate
100006361,48407,HMDB06275,,dopamine 3-O-sulfate,,108936.0,C13690,232.02845,174.0,LC/MS Neg,122136.0,1556.2,Tyrosine Metabolism,Amino Acid,dopamine 3-O-sulfate
100006360,48406,HMDB04148,,dopamine 4-sulfate,,110461.0,C13691,232.02847999999997,173.0,LC/MS Neg,123932.0,1511.0,Tyrosine Metabolism,Amino Acid,dopamine 4-sulfate
100001323,31548,,,DSGEGDFXAEGGGVR*,,21403111.0,,731.31677,850.0,LC/MS Neg,,2535.0,Fibrinogen Cleavage Peptide,Peptide,DSGEGDFXAEGGGVR*
100001635,35651,,,ectoine,96702-03-3,112069.0,C06231,143.08151,4530.0,LC/MS Pos Early,126041.0,1980.0,Chemical,Xenobiotics,ectoine
100002951,39831,,,eicosanodioate,2424-92-2,68030.0,,341.26973,1276.0,LC/MS Neg,75502.0,5200.9,"Fatty Acid, Dicarboxylate",Lipid,eicosanodioate
2050,18467,HMDB01999,,eicosapentaenoate (EPA; 20:5n3),10-2005-9;10417-94-4,393682.0,C06428,301.2173,1165.0,LC/MS Neg,446284.0,5450.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,eicosapentaenoate (EPA; 20:5n3)
100009336,53258,,,eicosapentaenoylcholine,,,,388.32101,1411.0,LC/MS Pos Late,,1343.0,Fatty Acid Metabolism (Acyl Choline),Lipid,eicosapentaenoylcholine
100001335,33587,HMDB02231,,eicosenoate (20:1),,4445895.0,C16526,309.2799,1148.0,LC/MS Neg,5282768.0,5950.0,Long Chain Fatty Acid,Lipid,eicosenoate (20:1)
